0,1,2
-7.5133715,-4.307255,-0.87051326
-8.282619,-3.3417847,-0.94188476
-7.135225,-3.649726,-0.48281872
-6.9732985,-3.5578995,-0.36034203
-8.416496,-4.521884,-1.6630818
-7.7272625,-3.6361856,-0.8775787
-7.6683884,-3.8145978,-0.13161574
-5.250638,-3.238495,-0.60966873
-7.5330257,-3.9871998,-0.22920476
-7.6246705,-5.0711894,-0.5014215
-7.345588,-3.5785234,-0.740951
-7.2713065,-4.2128553,-0.14814208
-7.324316,-3.5754557,-0.8835073
-7.492189,-4.476897,-0.7558192
-6.590351,-3.3860137,0.0029069206
-7.6973944,-5.264917,-0.9915173
-7.2091417,-3.5603392,-0.76792896
-7.654684,-4.015479,0.76709753
-7.274996,-6.5305085,-0.062003113
-7.1776876,-3.6254513,-0.5441138
-7.43744,-3.4476292,-0.03257876
-8.01546,-2.9512217,-0.91410065
-7.383721,-4.191757,-1.1787127
-7.008534,-3.6417775,-0.44596413
-7.973195,-3.8366108,-1.9735969
-7.41899,-3.6588988,-0.22170338
-5.6599216,-3.3721406,-0.64253813
-7.5957007,-3.5092335,-1.0393026
-7.472834,-3.8391829,-0.28129756
-5.597788,-5.1628094,-1.3983812
-7.1161995,-7.3481307,-0.29701114
-7.5251775,-4.5684547,-0.5285818
-7.497529,-3.614048,-1.0582148
-7.2610607,-3.4756222,-1.3075446
-7.327301,-3.5414536,-0.37634143
-7.2550917,-3.5014086,-0.18524018
-7.4215336,-4.3086495,-0.815353
-7.664215,-5.1117725,-0.8313107
-7.547409,-3.4752152,-0.07176433
-7.6664352,-3.8494134,0.67594063
-6.3874793,-2.8787224,-1.1356506
-7.3644075,-3.5039096,-0.22641797
-7.373466,-3.5747297,-0.37102303
-6.1478357,-3.4965878,-0.78677136
-7.4398966,-9.456977,-0.9849546
-8.6983385,-8.913801,-0.21249913
-8.328623,-9.151736,-0.9835685
-8.618726,-8.386211,-0.28468406
-8.636602,-8.465985,-0.4082856
-8.119064,-8.3753,-0.69321346
-9.850312,-8.9365635,-1.024603
-7.673208,-8.818553,-0.75002784
-8.344891,-8.798299,-0.67827547
-8.472785,-8.458227,-1.0652868
-8.27788,-8.662819,-0.44398674
-8.665446,-7.817072,-1.872571
-8.703843,-8.398064,-0.537988
-8.3619175,-7.9653707,-1.2057668
-9.158362,-8.506008,-0.50252163
-8.737305,-8.388351,-0.53679127
-7.953218,-8.179316,1.0638059
-8.151192,-10.037036,-1.0430845
-8.803742,-8.489172,-0.8423575
-9.003749,-9.686022,-1.8690099
-7.8119287,-7.560285,-1.2705026
-8.273835,-9.023083,0.041303463
-8.691603,-8.870815,-1.0928003
-8.042792,-9.234715,-0.14186062
-8.672474,-8.507476,-0.9429506
-8.987626,-8.925533,-1.0207808
-8.2542715,-7.579668,-0.6455881
-7.7533207,-8.61228,-0.15259346
-8.212694,-8.310364,-0.5719016
-8.621301,-8.787282,-0.48214242
-8.817721,-8.586278,-0.86525834
-7.888269,-8.257113,-0.7216162
-8.207274,-8.83538,-1.2987286
-8.091891,-8.573207,-0.52219605
-8.731728,-9.086164,-0.85063654
-8.807081,-9.23552,-0.94270325
-7.86156,-8.211315,-0.19011658
-8.597509,-8.155677,-0.818648
-8.2894945,-8.874397,-1.6852769
-8.144444,-8.2524605,-1.4341974
-8.985491,-8.922884,-0.43934044
-8.872245,-8.726338,-0.61609393
-8.119464,-8.629582,-0.22579671
-7.870177,-8.675529,-1.0540091
-8.209606,-7.986256,-0.8762455
-8.042297,-8.438249,-0.37278244
-8.566701,-8.490802,-0.5512073
-8.470574,-8.963181,-0.4436761
-8.079852,-7.915165,-0.9299269
-8.557266,-8.401746,-0.84567934
-8.457591,-8.949796,-0.5176307
-8.961496,-8.38914,-1.6752331
-9.140711,-9.230287,-0.34655637
-8.3371525,-8.712233,-0.35259584
-8.595764,-7.730445,-0.850294
-8.473698,-7.7828474,-0.8688285
-8.4540415,-9.742577,-0.46161044
-8.208646,-8.663939,-1.6189235
-8.283025,-8.231543,-0.42131507
-8.96324,-8.31532,-1.1609465
-8.733981,-7.909968,-0.52229506
-8.555132,-8.52019,-1.1248666
-8.584357,-8.592033,-0.58641887
-7.8478546,-8.603282,-0.8616043
-9.557437,-8.628761,-0.9233447
-8.9218025,-8.170898,-0.44684508
-8.228438,-9.446861,-1.4690193
-8.127904,-8.033159,-0.4220275
-8.589716,-9.089444,-0.7509393
-8.505234,-8.086027,-0.5960805
-8.526909,-8.618263,-0.99833375
-9.197237,-8.137606,-1.1533493
-7.799156,-9.626908,-0.7153272
-8.825581,-8.168755,-0.8133027
-8.631997,-8.846197,-0.60835063
-8.480526,-8.352411,-0.29841834
-8.491506,-8.167124,-0.42751357
-8.565304,-8.450353,-0.376824
-7.5046983,-8.250167,-1.6738732
-8.642067,-9.563195,-0.44090766
-8.44654,-9.027866,-1.5363121
-8.394301,-9.311918,-0.60181254
-7.902514,-8.403642,-0.34775695
-7.7338204,-8.401584,-1.9133848
-7.8227043,-8.206398,-1.4972966
-8.337491,-8.721932,-0.18295573
-8.728998,-8.7010565,-0.50877994
-8.534359,-8.310498,-1.1430165
-8.524792,-8.354823,-1.3738348
-7.0729795,-9.507344,-1.1847576
-8.307741,-8.8505945,-0.7488168
-7.877151,-8.6558895,-0.8004687
-8.553288,-8.195056,-0.73378193
-7.8003354,-9.136437,-1.0248078
-8.571298,-9.17222,-0.49888405
-8.315891,-7.964531,-0.6732382
-8.729072,-8.029602,-1.0171784
-8.012669,-8.759264,-0.5036464
-8.805508,-8.692907,-0.6711682
-9.632211,-9.084258,-0.9314428
-7.6810074,-8.898904,-1.0175109
-8.933425,-8.231763,-1.4313686
-8.62797,-9.145514,-1.1167581
-7.3772993,-8.439596,-0.51004153
-8.555085,-8.246951,-1.3899202
-8.582702,-8.267746,-0.7917887
-8.357603,-8.667789,-1.0890133
-8.433411,-9.172367,-0.3749398
-8.081388,-8.688998,-0.69146764
-7.2605805,-8.811305,-0.7286321
-7.122851,-8.651433,-1.37249
-8.245251,-8.312867,-0.8003425
-8.510269,-8.569201,-0.16084076
-8.517946,-8.274927,-0.58507913
-8.81668,-9.251557,0.21905167
-7.9103274,-7.9642386,-0.8954981
-8.708161,-8.3412075,-0.44613278
-8.84741,-8.366564,-0.86296016
-8.190697,-9.032675,-1.3203521
-8.334305,-8.422307,-0.30779418
-8.679183,-8.076549,-1.938665
-9.826898,-8.87483,-1.0469936
-8.68747,-8.781247,-1.1428837
-8.5947075,-8.153385,-0.7353265
-7.1650734,-8.469743,-0.82857245
-8.228525,-8.811866,-0.5882038
-8.424926,-8.286307,0.24675776
-8.185506,-8.270748,-0.16131246
-7.3063436,-9.0623255,0.19696887
-7.4761505,-9.539322,-1.6479142
-8.387599,-8.418408,-0.47018275
-8.334139,-8.780729,-0.3140068
-8.474941,-8.18621,-0.19554088
-8.189468,-9.324954,-0.34224004
-8.951692,-8.959583,-0.35206956
-8.980601,-9.027546,-2.0963936
-8.1614,-8.890096,-1.2557554
-8.313023,-8.713593,-1.262017
-8.444128,-9.027281,-1.6832235
-8.578949,-8.918041,-0.8723723
-8.927428,-8.074903,-0.30115646
-8.224191,-8.683254,-1.1930985
-7.259514,-7.880559,-1.150573
-8.115944,-8.143273,-0.4343568
-8.193177,-8.382028,-0.7605769
-8.2737055,-8.627631,-0.6090157
-8.132464,-8.404302,-0.996498
-8.412154,-9.6769705,-0.7458324
-8.552112,-9.169878,-0.93816644
-9.47352,-8.524641,-0.044244993
-8.3354225,-8.019595,-0.6715045
-7.9384556,-8.308649,-0.9011466
-7.6545854,-8.664525,-0.91680354
-9.336554,-9.081744,-1.5709829
-8.368727,-8.406861,-0.57589376
-8.647958,-8.647357,-0.8090486
-8.21542,-8.002947,-1.5401094
-8.147049,-8.709559,-1.2605617
-8.266546,-8.001933,-0.78008133
-8.023851,-8.526584,-0.61447996
-8.28788,-8.260906,-0.09768861
-7.2054586,-8.860211,-1.2299536
-8.59264,-8.494564,-1.2301042
-8.299099,-7.8027306,-1.024212
-7.730662,-9.566181,-0.90055054
-8.580475,-8.298919,-0.534262
-6.484557,-8.514319,-0.26923674
-8.108415,-8.142767,-1.0460654
-8.2594385,-8.353195,-0.36161995
-8.664923,-8.746629,-1.1144341
-7.761246,-8.515583,0.033207476
-8.505623,-8.511864,-0.1594335
-9.1346855,-8.61812,-0.7381787
-8.036373,-8.237854,-0.9519083
-8.549664,-8.183357,-0.8458204
-8.012112,-9.165336,-1.9522138
-8.753671,-8.197157,-1.0608126
-8.472032,-8.163173,-0.45666125
-8.434739,-8.435828,-0.5537861
-8.612876,-8.675348,-0.49748158
-9.058234,-8.765432,-0.79722947
-8.29302,-9.338024,-1.4523875
-8.207443,-8.090478,-1.1628484
-8.779148,-8.512662,-0.35598478
-7.8625093,-8.848315,-0.9026147
-8.587432,-8.964241,-1.0303615
-8.73795,-9.275429,-0.968675
-8.046257,-8.217857,-0.54601175
-8.648236,-8.507793,-0.42231238
-7.7482166,-9.233959,0.1986275
-9.099593,-7.5070434,-0.91290903
-8.083369,-8.246458,-1.1399063
-7.9448147,-8.994307,-0.84687954
-8.57824,-8.515878,-0.4638927
-8.421753,-6.6584253,-1.0216947
-8.866705,-8.780437,-0.72596496
-8.900427,-8.33232,-0.96338016
-8.742585,-7.899664,0.6762481
-9.075205,-8.122787,-0.31309766
-8.404589,-8.841335,-0.075926304
-1.1221621,5.1453605,6.4919763
-1.0643207,5.622296,7.896652
-1.5577768,6.170091,6.796117
-2.6026576,4.933101,7.4267116
-1.8198947,4.897977,6.055593
-3.3236866,4.7047067,6.240953
-2.1288419,6.18525,6.483499
-2.2635922,6.2648797,7.015425
-2.0115275,5.5258284,7.125167
-2.5308921,6.201037,7.603704
-1.8224909,5.218521,7.9574146
-1.6347388,5.268145,7.096427
-1.9664162,5.5545573,7.0588455
-1.7989174,5.541523,7.01982
-1.5164636,4.5290647,8.353234
-2.045227,5.4741874,6.9799814
-2.2482564,5.556147,6.8540745
-2.5201523,5.699175,6.441916
-2.8708112,4.7962847,6.9439683
-2.3358989,5.7136188,6.9994407
-1.6321568,5.703141,7.256907
-1.1902823,5.926286,6.753664
-1.0194349,6.246508,5.1110096
-2.255431,5.7049747,6.7643437
-2.0050538,6.058049,6.3539367
-1.7413037,5.1665306,6.2818513
-0.8602469,5.0633373,7.2099953
-0.49369615,4.1817746,6.1253815
-2.1582325,6.463139,7.9579387
-1.5607353,4.6266165,7.8655496
-2.4175913,4.1652303,6.4516444
-2.842285,4.9488072,5.6243286
-1.8697646,4.946208,8.76375
-1.1272148,5.18639,6.850056
-1.7709254,6.4525695,7.864873
-1.5867597,5.6078835,7.0030184
-2.2774944,5.359776,6.9219446
-1.5260321,6.396239,5.8815136
-2.5371006,4.1059523,6.598733
-2.5713387,5.551632,6.6518006
-0.87156373,4.6666255,7.1674285
-1.51499,6.0694017,7.1273627
-2.1824393,5.468432,6.2729745
-1.6071444,6.635861,6.4717016
-1.156787,4.5248017,6.403025
-2.5791125,5.8402886,7.2570558
-3.111195,5.357542,7.035211
-1.2174889,4.244001,5.4690075
-2.0090387,5.700946,7.0721498
-0.7053557,5.668016,6.781948
-2.3249633,5.188908,6.6244392
-4.5471134,5.2703857,7.085152
-1.1717436,5.268581,7.203597
-2.580019,4.9632998,8.241736
-0.82000417,5.080103,7.3404136
-0.3582407,5.030237,5.81321
-1.6279364,5.4248013,7.222249
-1.9988227,5.687702,7.979665
-1.022077,6.0977216,6.0176454
-3.0839083,5.5418825,7.190243
-1.3667225,5.545193,7.3010035
-3.4195611,6.159365,7.112019
-0.9445991,5.376793,7.551931
-2.5034115,5.8623576,6.42125
-2.790906,5.5438952,6.428126
-1.8849614,5.426265,7.121067
-1.9459507,5.489118,7.0676427
-1.8613724,4.991315,6.708976
-1.6361067,5.2796693,6.8506923
-2.540384,5.2644877,6.846801
-1.2786509,4.7689734,4.9352717
-1.8702903,5.1489944,6.7625985
-2.41554,6.510784,5.9940777
-2.129436,5.6191173,7.0744247
-1.8727672,5.720043,7.123901
-2.2424588,5.6744924,7.118007
-1.6244284,5.4785285,7.210608
-1.9620659,5.6685596,7.120091
-1.954948,5.6564384,7.1789203
-0.93522185,4.6041293,7.1896925
-4.485622,5.2809677,7.0855675
-1.4602923,5.907693,5.8244843
-1.6350269,5.272841,5.845117
-2.5037372,5.740548,7.1864815
-2.7389336,5.026345,6.8934574
-2.7222874,6.5466247,5.852676
-2.2621973,5.549916,8.010472
-1.9846268,5.341928,7.6864343
-3.355745,5.599252,6.8556676
2.2732103,1.2486271,3.918357
-2.068775,5.5303564,6.978529
-2.6204774,5.7561173,7.101764
-1.8636731,5.319392,7.0403366
-1.8283628,5.4152474,6.950613
-1.3283188,4.0894513,6.441747
-2.4649315,6.1710114,6.511258
-3.128693,5.4147763,7.445413
-1.0003225,5.829713,7.058856
-2.2471678,4.8614125,6.2204866
-2.5008483,5.68065,6.8309746
-2.4698288,6.1711845,7.2194686
-2.5349371,5.800857,6.724072
-1.443435,5.014926,8.222328
-1.5131584,4.3432894,6.675677
0.10568565,3.8504362,1.8706868
-1.3156296,5.0163717,7.1291776
-1.5855792,4.1335716,5.562968
-2.0712016,5.5083065,7.0566764
-2.213126,4.265089,6.778041
-1.8898962,5.507133,7.1514797
-2.5616524,5.1907225,7.419293
-2.4788377,5.706513,6.9743814
-1.3230108,4.3262105,5.776453
-2.0243492,5.413163,6.982688
-1.7404,6.6154647,7.4625225
-0.93969196,5.5749826,7.8314433
-2.0978136,4.034116,7.749807
-2.2587304,5.564972,8.531164
-1.9518491,5.8009405,7.8979387
-1.8429254,5.518374,6.299558
-1.7890266,5.555702,7.459534
-0.9773046,3.9346654,5.2170143
-2.5988293,5.6441226,6.9896383
-1.3760052,6.4037056,5.9529877
-1.7499025,6.1936603,7.314976
-1.714978,4.5996394,7.6083107
-1.8506641,4.9592576,8.41417
-2.2244709,5.7285614,5.807886
-1.8979901,6.109746,6.965034
-1.983649,5.603866,7.2487903
-1.3224875,4.8712215,6.5360875
-1.8535932,6.352189,7.1349
-1.9674942,4.1330338,7.707941
-3.1820323,4.422239,7.182575
-2.6710029,5.610616,6.9324603
-2.8686202,5.7077155,5.8160167
-1.9239901,5.2411265,6.7227206
-2.443982,5.258735,6.770974
-0.3610957,5.0843186,7.0515623
-1.9198117,5.562374,6.5306244
-1.9617909,5.4729676,6.9902434
-0.7181596,4.9669333,6.2615056
-2.9408603,5.0469475,8.237311
-2.4888391,5.6806984,6.929188
-2.6117504,5.5543885,6.898801
-2.2774134,5.245833,6.7726817
-0.4301504,4.7323027,5.8819942
-2.2920036,3.8293347,5.776357
0.29093897,2.0289135,-0.18203047
-2.283134,5.38783,6.9481215
-1.7901322,5.848969,7.0325813
0.032236718,4.5843754,6.387015
-1.6708804,5.7703333,7.5107408
-2.9802563,4.811655,6.9154015
-2.5289354,5.768393,7.771622
-1.7602403,5.401496,7.068196
-2.1795032,5.453579,7.0306664
-2.5937748,6.0111136,7.240989
-2.6675563,4.780808,6.7837176
-2.4261217,5.727527,7.278432
-2.1232467,5.4682446,5.4986763
-2.3001797,5.582082,7.268289
-2.115298,5.513582,6.9991546
-2.120235,5.48262,6.898541
-2.0081463,4.9436016,7.123343
-1.7877017,5.4439607,7.0367427
-2.54068,5.5666227,6.701079
-2.447613,5.865302,7.0227966
-1.5331479,5.163624,6.928905
-1.3925154,5.1521816,7.170347
-1.981416,5.1411405,8.135182
-1.9640822,5.658496,7.0184517
-1.9535837,5.0768075,7.560285
-1.9937606,5.6634984,7.057402
-1.7418123,4.0516896,7.586366
-2.7620714,5.9114227,6.564511
-2.5671792,5.4936595,7.04082
-2.4104176,5.775187,7.1505575
-2.2848136,5.5279818,6.9740753
-2.5997715,5.794611,6.7334666
-2.800701,4.639575,5.9801273
-2.4451587,5.6468797,6.9506354
-3.187534,5.1493964,7.067659
-1.2211597,5.6539946,7.1058345
-2.2183805,6.6508884,6.9719024
-2.5239568,4.4659786,7.7533464
-1.9123356,4.6981254,7.409958
-2.667212,6.2295303,6.1118937
-2.2141483,4.506959,6.4855537
-0.7759,6.351221,7.083471
-2.2720473,6.3710885,7.622221
-3.085166,5.9260178,6.591097
-2.1036212,6.8146563,6.994614
-3.3518121,6.2552814,7.4560046
-2.5475845,5.8889666,6.907717
-2.0124478,5.5366693,6.9968815
-2.5266554,4.8158364,6.156737
-1.2330292,5.4918933,7.507253
-2.064298,5.688111,7.147134
-2.5761542,5.108616,6.5482616
-0.3205346,5.0316186,0.6506867
-0.6611959,5.1911826,0.49915302
-0.56206954,5.0512786,1.0061908
-0.5527904,5.9904275,1.5040408
0.17868711,4.448918,1.5627637
0.78450054,4.1066084,1.399671
-1.6500827,5.397819,1.5013361
0.22819275,6.005865,0.98856515
0.32618096,4.8292828,-1.1028332
-1.1668617,4.5790935,-0.27640253
0.33171454,5.1457276,-0.50811857
-0.85145307,5.1133957,1.1279173
-2.206515,4.4500537,2.0568
-0.6756636,5.1397176,0.69300354
-1.502433,4.762,0.8740977
-1.3756204,5.547979,1.6385075
-0.6879814,5.197152,0.6029318
-0.5310639,5.23416,0.87233984
0.7386586,6.0302844,1.097862
1.4829596,3.897727,1.5011041
-0.30716103,5.044889,0.8191122
-0.8444632,5.1524963,0.41285744
-1.2612882,4.9453588,0.60793394
-0.7930362,5.074932,1.0656737
-0.54149944,5.008115,0.6988643
-0.03291303,6.2120137,1.8335772
0.9167689,4.1881027,2.126221
-0.24313694,5.0434976,0.6850362
-0.009784377,4.8108907,1.302543
-0.39412254,5.332136,1.3008417
-0.78827477,5.181288,0.4659299
1.462051,4.5658536,1.3373953
-0.9496537,5.2425895,0.6612963
-2.146208,4.16656,1.1255429
-0.10631811,4.8070045,1.3694328
-0.47410136,4.76327,1.1862485
-0.981195,5.0025287,0.65913796
-0.19870509,3.4763424,1.2691964
-0.6165476,4.5625753,1.4746186
-1.3092642,5.681463,1.1345503
0.78082526,5.110831,1.9603523
-0.6906358,5.334147,0.5791409
-0.71927625,5.342221,0.87458545
-0.33019686,4.6041784,1.0664891
-0.3591097,4.8752046,0.9450716
-0.15128757,4.5660696,1.0249974
-0.75499654,5.5964036,0.75602835
-0.4091934,4.8730307,0.859764
-0.6102606,5.4367237,0.77567697
-0.33413056,4.752884,0.8433226
-0.754554,5.3183026,0.4161446
-0.6165084,5.5677953,-0.6356958
-0.52917135,5.0246544,1.8703471
-0.6622959,5.108729,1.1251842
-0.9713301,6.5028853,0.7023936
0.9261942,5.1673827,1.9896067
-0.6384833,5.2699676,0.6135455
0.32718194,5.0941725,1.0174155
-0.011290609,4.680039,1.1757221
-0.34844655,4.4311833,1.8718371
-0.99602157,4.428478,2.4945323
-0.3905772,5.2227163,0.8755661
0.4200034,5.209947,-0.85945624
-0.62068367,5.2296376,0.47941598
0.62642616,4.9454026,0.9317563
-0.2906565,5.159622,0.9548478
-0.7138143,5.1657767,0.6814529
-1.2663468,4.779872,0.8278814
-0.6853787,5.3031235,0.5815018
0.24511354,4.947533,-0.96998864
-0.6877885,5.2936883,1.8296345
-0.82790273,5.2342825,0.703226
-1.0151285,5.731894,0.36359414
-0.7007135,5.2030797,0.8484339
-0.91039455,5.200041,0.6371231
-0.79712576,5.321926,0.5443585
-1.2966329,4.594078,1.1497002
-0.5828833,4.2888613,0.6085
0.8530057,5.1617265,1.9621248
-0.79755884,5.446373,0.7002576
-2.1871483,4.1185284,1.4101852
-0.5223771,4.7741885,0.73427826
0.7253826,3.507036,0.47024503
-0.9357807,5.0963693,2.372025
0.36278704,5.955637,1.8237889
0.6164636,5.186485,1.8129088
-1.644828,4.676824,1.6230458
-1.6101532,4.3286433,0.14396161
0.088274226,4.7026653,1.4857078
-0.42107862,5.040617,1.0085919
0.12065067,4.988722,2.1343524
-0.30481353,5.4737945,2.6114266
-0.80467457,5.12982,0.63772964
-0.7700724,5.4555593,0.80971986
-0.2692851,3.2525656,1.0346324
-0.7494129,5.085938,0.84959555
-0.44789562,3.790018,1.5159132
-0.6329057,5.087667,0.72521275
-1.2102746,5.0719633,1.0934228
-0.13814971,5.3149643,1.956845
-0.42994592,5.199736,1.911142
-0.06145867,5.442817,0.7476053
-0.18891405,3.6390967,0.51702666
0.20306577,4.128031,2.225308
-0.71361965,5.2568893,0.5545953
-0.58443964,5.0166593,1.2389089
-0.9150599,5.129875,0.63438547
0.3653751,4.151437,0.98641413
-0.43754324,4.712026,0.148647
-0.6687171,5.162537,0.4936984
-0.47500068,5.2077265,0.33168492
-2.3149192,4.293441,1.1795017
-0.32244098,6.110006,0.82468796
-0.7675084,5.1000094,0.9144127
-2.204556,4.1410556,1.3468404
-2.1368873,4.2663283,0.7768852
0.47973782,5.1495786,1.439128
-0.54872954,5.2872286,0.44396544
-0.5312009,5.4725375,0.46491385
-0.7723839,5.362838,0.4196034
-0.011853934,5.899788,0.61240697
-0.046070438,5.44424,0.6021696
-0.5940581,5.297654,0.7194787
-1.2720466,6.2038918,1.5982122
-0.9073945,4.411065,1.2085235
-0.21685705,5.2698617,0.369039
-0.503321,5.1966634,0.74324334
-0.46625766,5.460142,0.93298125
-2.0722165,4.302966,1.0320365
0.9113242,5.2455826,0.66314346
-0.65814996,5.119515,0.8951847
-0.8518488,4.9922013,0.80177003
0.22639698,5.6177535,1.0667832
-0.76042795,5.1733527,0.8747051
-0.6449294,5.2571583,0.23209667
-0.87094104,5.2247014,0.65987897
-0.70166564,5.1048975,1.0460365
-0.72293013,4.76566,1.3577341
-1.5553534,4.587372,0.600815
-0.99503726,4.9932103,0.86467314
-0.53157514,6.390247,0.9452411
-0.6843911,5.153546,0.69846123
